InvNo	Date	Ord	Amount	TaxRate	TAmount	CreatedBy	EnteredOn	Name	CityName	Days	Pnumber	Fax	URL	Line1	Line2	CreatedOn
4C73929E-59BE-401E-A3FC-BED75A0122A5	2023-03-22 17:25:22.4033333	340BB063-1C49-46B2-B980-B20A20FFE39A	18446.23	1	184.46	System Generated	2023-03-22 17:25:22.4033333	Olafs Rozitis	Nagercoil	7	(316) 555-0100	(316) 555-0101	http://www.microsoft.com/OlafsRozitis/	Unit 2	1114 Nakhtare Crescent	2023-03-22 17:25:22.4033333
5B2C16DE-86DF-4CEB-BFB3-E93C1FFA4D48	2023-05-15 19:19:02.9733333	7459DF6B-1E99-423F-989D-0346951C91A3	15366.55	11	1690.32	System Generated	2023-05-15 19:19:02.9733333	"Wingtip Toys (Black Lick, PA)"	Tirwaganj	8	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/BlackLick	Shop 64	581 Koppel Lane	2023-05-15 19:19:02.9733333
1C75A576-9C66-435A-ACF1-62AAE7C89C71	2024-01-31 22:42:01.9633333	B92765B7-F198-4CA3-9579-A3658666F34E	21687.82	6	1301.27	System Generated	2024-01-31 22:42:01.9633333	Serdar ozden	Nuzvid	7	(319) 555-0100	(319) 555-0101	http://www.microsoft.com/	Shop 16	1045 Margherita Lane	2024-01-31 22:42:01.9633333
111EF679-4F95-43A4-B003-6F64C8B70C07	2023-04-29 14:12:29.8633333	0389E9D0-57E6-4688-8BB9-7189ED0D854D	13809.18	9	1242.83	System Generated	2023-04-29 14:12:29.8633333	Lilli Sokk	Jhansi	12	(229) 555-0100	(229) 555-0101	http://www.microsoft.com/LilliSokk/	Suite 24	793 Thai Boulevard	2023-04-29 14:12:29.8633333
D6721639-20AC-442E-8596-0E16A7C51D3D	2023-11-24 13:27:16.9700000	7FEAA420-15A1-4A5F-95B1-2346674968FE	14568.00	11	1602.48	System Generated	2023-11-24 13:27:16.9700000	Aive Petrov	Mudabidri	6	(316) 555-0100	(316) 555-0101	http://www.microsoft.com/	Unit 26	1377 Marten Street	2023-11-24 13:27:16.9700000
ED7049A2-4849-4C6D-B31A-AC53A266B676	2023-01-04 17:07:18.2000000	13274550-F178-4594-A0A3-55836E11DB28	22336.91	11	2457.06	System Generated	2023-01-04 17:07:18.2000000	"Tailspin Toys (Netcong, NJ)"	Vyara	5	(201) 555-0100	(201) 555-0101	http://www.tailspintoys.com/Netcong	Shop 33	25 Kasesalu Street	2023-01-04 17:07:18.2000000
A10E40D9-976B-42CF-AD3E-E9790303DE4C	2023-02-01 14:41:21.1066667	CCA17739-2384-4D81-BA16-475C219A192F	23711.50	8	1896.92	System Generated	2023-02-01 14:41:21.1066667	"Wingtip Toys (Key Biscayne, FL)"	Ladnu	14	(239) 555-0100	(239) 555-0101	http://www.wingtiptoys.com/KeyBiscayne	Shop 226	1642 Jantunen Crescent	2023-02-01 14:41:21.1066667
CACBA76A-5D85-4E8E-9204-CD93A29A0037	2023-12-01 20:47:02.2800000	5FD62958-D933-4BAC-8380-7841AD97928F	15338.19	7	1073.67	System Generated	2023-12-01 20:47:02.2800000	Matyas Sedlar	Mandapeta	9	(270) 555-0100	(270) 555-0101	http://www.microsoft.com/MatyasSedlar/	Shop 31	603 Nechita Road	2023-12-01 20:47:02.2800000
0D670CF7-0EF7-4288-B545-96AB2F97451A	2023-11-06 13:25:02.2000000	3EF38B8F-01CC-42AB-853E-A77800CC8D17	24021.39	0	0.00	System Generated	2023-11-06 13:25:02.2000000	Luis Saucedo	Hindupur	8	(210) 555-0100	(210) 555-0101	http://www.microsoft.com/	Suite 23	117 Bhaagyalakshmi Road	2023-11-06 13:25:02.2000000
0436E524-F958-4511-9CD2-22F03F9D76FF	2023-11-01 21:53:01.1900000	872A8DBD-0F25-46AC-A590-6BF2E1C29D07	18353.81	10	1835.38	System Generated	2023-11-01 21:53:01.1900000	"Tailspin Toys (Coney Island, MO)"	Pithapuram	14	(314) 555-0100	(314) 555-0101	http://www.tailspintoys.com/ConeyIsland	Suite 111	27 Vidovic Boulevard	2023-11-01 21:53:01.1900000
D4FDAC09-7933-4944-B33D-B7AD6815220E	2022-12-12 12:55:17.8433333	D0A2C9FE-6405-4340-9BB6-79692FC46F3F	18123.13	11	1993.54	System Generated	2022-12-12 12:55:17.8433333	"Wingtip Toys (Port Hueneme, CA)"	Ambikapur	8	(209) 555-0100	(209) 555-0101	http://www.wingtiptoys.com/PortHueneme	Shop 27	1171 Sikdar Avenue	2022-12-12 12:55:17.8433333
D1BEA1E6-4030-46B9-986E-1DBD5DE74712	2023-02-22 12:00:23.7900000	03783082-9959-40FC-B464-81FC38A1FA6A	13069.15	10	1306.91	System Generated	2023-02-22 12:00:23.7900000	"Wingtip Toys (Tuscaloosa, AL)"	Khanna	9	(205) 555-0100	(205) 555-0101	http://www.wingtiptoys.com/Tuscaloosa	Suite 287	581 Ioveanu Crescent	2023-02-22 12:00:23.7900000
3A6F6498-08ED-4E2A-8928-197260FBE32A	2023-05-26 13:39:02.4766667	716C0AB0-39CD-432F-A3DF-21061E3DD39F	17732.58	9	1595.93	System Generated	2023-05-26 13:39:02.4766667	Alena Kellnerova	Umbergaon	7	(303) 555-0100	(303) 555-0101	http://www.microsoft.com/AlenaKellnerova/	Shop 29	101 Jonsson Lane	2023-05-26 13:39:02.4766667
CCB1600B-56B6-428E-BCC5-757D91465364	2023-02-23 14:29:20.8633333	8B68BAA5-A4D9-4CC2-992E-87E216B53697	12735.34	3	382.06	System Generated	2023-02-23 14:29:20.8633333	Darshana Madhunapantula	Hansi	14	(240) 555-0100	(240) 555-0101	http://www.microsoft.com/DarshanaMadhunapantula/	Shop 6	374 Cheema Street	2023-02-23 14:29:20.8633333
DDCDC134-3FE9-47E8-91AB-B8FB6826FD84	2023-01-02 11:59:17.9033333	29E77073-4661-4898-8933-4E649C0D713B	20419.39	3	612.58	System Generated	2023-01-02 11:59:17.9033333	Milinka Zujovic	Gumia	9	(316) 555-0100	(316) 555-0101	http://www.microsoft.com/MilinkaZujovic/	Shop 13	1941 Piili Lane	2023-01-02 11:59:17.9033333
263D7C1D-79B5-41E7-82D3-80E11A202A6F	2022-10-27 17:21:16.0366667	D59C59F3-83F7-491D-B961-C05618E3A80A	15886.52	5	794.33	System Generated	2022-10-27 17:21:16.0366667	"Wingtip Toys (Portales, NM)"	Dhule	7	(505) 555-0100	(505) 555-0101	http://www.wingtiptoys.com/Portales	Unit 133	349 Kozakova Boulevard	2022-10-27 17:21:16.0366667
DF7012EE-D980-4E8E-AB96-E92A69624CC2	2023-02-19 15:44:19.3633333	F3ABBF85-32C6-4C39-BF6F-7C924B6CCA86	20236.01	4	809.44	System Generated	2023-02-19 15:44:19.3633333	Lassi Santala	Srikakulam	9	(209) 555-0100	(209) 555-0101	http://www.microsoft.com/	Shop 31	127 Teresa Boulevard	2023-02-19 15:44:19.3633333
6381A1E4-8B8D-4213-B330-5377850CC7C7	2022-11-26 14:43:17.0533333	C06BCA8D-3F54-4EF9-ACE5-962542F7B5CE	18170.75	8	1453.66	System Generated	2022-11-26 14:43:17.0533333	Isidora Morales	Latur	13	(406) 555-0100	(406) 555-0101	http://www.microsoft.com/IsidoraMorales/	Shop 12	1633 Kanaparthi Lane	2022-11-26 14:43:17.0533333
8E99C4FF-337C-4AF0-BE5E-FD92EB135379	2022-10-20 13:47:12.2966667	142F6D60-66C2-49F9-860D-82475E98380D	18151.97	1	181.52	System Generated	2022-10-20 13:47:12.2966667	Katarina Filipovic	Rohtak	9	(505) 555-0100	(505) 555-0101	http://www.microsoft.com/	Unit 29	412 Konrads Lane	2022-10-20 13:47:12.2966667
AB7AEB89-9013-4911-A2CE-AB75A1485B2C	2023-02-09 09:09:19.4033333	2A59C6F8-D3AD-4525-9537-47804DB86D09	18891.05	7	1322.37	System Generated	2023-02-09 09:09:19.4033333	"Wingtip Toys (East Mountain, TX)"	Viswanatham	10	(210) 555-0100	(210) 555-0101	http://www.wingtiptoys.com/EastMountain	Unit 249	1636 Monty Road	2023-02-09 09:09:19.4033333
7A361A60-C8E7-4215-9EC6-D1AFA9B23C5F	2024-01-20 19:56:22.7033333	6A579232-CD04-4EB1-BC08-86F1607F8873	15858.34	10	1585.83	System Generated	2024-01-20 19:56:22.7033333	"Wingtip Toys (Lynne, FL)"	Naharlagun	7	(239) 555-0100	(239) 555-0101	http://www.wingtiptoys.com/Lynne	Shop 204	167 Kubatova Lane	2024-01-20 19:56:22.7033333
9E92105E-BD0F-4889-BFFC-082DB260C146	2023-02-01 16:26:20.4866667	EBD05FA0-D7B2-41CC-8370-100B3F2E3699	16935.52	2	338.71	System Generated	2023-02-01 16:26:20.4866667	Kalyani Benjaree	Amalner	14	(212) 555-0100	(212) 555-0101	http://www.microsoft.com/	Shop 20	429 Viljo Lane	2023-02-01 16:26:20.4866667
4D4053C0-BFFC-4C78-808D-F4BE748D3D6F	2022-10-30 15:41:14.5100000	D75AD0A9-A7A7-4BB0-9304-8A7AE423866B	11180.61	3	335.42	System Generated	2022-10-30 15:41:14.5100000	"Tailspin Toys (Boyden Arbor, SC)"	Tenkasi	7	(803) 555-0100	(803) 555-0101	http://www.tailspintoys.com/BoydenArbor	Shop 151	799 Karnik Boulevard	2022-10-30 15:41:14.5100000
A1E90246-5380-4E8D-9329-C8E974C69707	2023-03-14 14:56:22.2800000	1CC45B05-B5D0-418D-A8F6-0E0AAB75EE98	23465.81	5	1173.29	System Generated	2023-03-14 14:56:22.2800000	"Wingtip Toys (Willow Valley, AZ)"	Nanjikottai	14	(480) 555-0100	(480) 555-0101	http://www.wingtiptoys.com/WillowValley	Unit 294	2001 Lee Boulevard	2023-03-14 14:56:22.2800000
C3404E23-B62E-483F-8B2E-FBB7A7173E2B	2023-01-29 14:37:19.7066667	816FF322-BB89-471B-9F74-BCF129C4442D	16530.34	8	1322.43	System Generated	2023-01-29 14:37:19.7066667	"Tailspin Toys (Donner, LA)"	Palitana	5	(225) 555-0100	(225) 555-0101	http://www.tailspintoys.com/Donner	Suite 255	299 Gill Boulevard	2023-01-29 14:37:19.7066667
30F29EE2-A601-41FB-9C22-29400FB9E62F	2023-03-27 11:20:23.1500000	386B215C-73AE-45D5-A8FC-B514257FF94D	10174.88	5	508.74	System Generated	2023-03-27 11:20:23.1500000	"Wingtip Toys (Tuscaloosa, AL)"	Pratapgarh	9	(205) 555-0100	(205) 555-0101	http://www.wingtiptoys.com/Tuscaloosa	Suite 287	581 Ioveanu Crescent	2023-03-27 11:20:23.1500000
7C70A3F1-C928-4593-9D38-5F2A7A030773	2022-12-11 15:02:18.1500000	CC44596E-6B89-49E6-B6AE-6A41405ABD7E	21672.16	9	1950.49	System Generated	2022-12-11 15:02:18.1500000	Sointu Savonheimo	Nagari	5	(701) 555-0100	(701) 555-0101	http://www.microsoft.com/SointuSavonheimo/	Suite 9	1606 Lill Avenue	2022-12-11 15:02:18.1500000
B3303705-6EAA-4DB8-951E-D9C58C148875	2022-11-04 18:37:15.7333333	93A77804-86AE-4EEB-9619-268B345032A7	12673.78	2	253.48	System Generated	2022-11-04 18:37:15.7333333	Raghu Sandhu	Musabani	10	(240) 555-0100	(240) 555-0101	http://www.microsoft.com/RaghuSandhu/	Suite 22	459 Popov Lane	2022-11-04 18:37:15.7333333
ABD6BCB3-D903-4192-B4FF-DAFAA88196DA	2023-12-02 23:51:38.9266667	3A442272-0390-4911-ADEC-16C8F6C7AAD8	19528.15	5	976.41	System Generated	2023-12-02 23:51:38.9266667	Camille Authier	Imphal	10	(252) 555-0100	(252) 555-0101	http://www.microsoft.com/CamilleAuthier/	Shop 10	516 Bojin Road	2023-12-02 23:51:38.9266667
BB26DD1B-A223-42AF-B884-A5BED30F0BEA	2023-03-02 14:53:21.5200000	E54C0FB2-3E13-4F28-B306-944FBE2F8A5B	18134.73	8	1450.78	System Generated	2023-03-02 14:53:21.5200000	Arijit Bhuiyan	Nargund	13	(212) 555-0100	(212) 555-0101	http://www.microsoft.com/ArijitBhuiyan/	Shop 15	1758 Naicker Boulevard	2023-03-02 14:53:21.5200000
A2EB7FD0-5BCE-4448-A5A9-2B4F6F9E27D1	2022-11-11 10:46:15.2166667	60B82BC1-C2D2-4B8C-B304-6176DCD118CE	13807.83	1	138.08	System Generated	2022-11-11 10:46:15.2166667	Ivan Sepulveda	Samastipur	10	(218) 555-0100	(218) 555-0101	http://www.microsoft.com/IvanSepulveda/	Shop 7	548 Bures Crescent	2022-11-11 10:46:15.2166667
96077D76-D444-4DC5-B9EC-6AC8CD629E14	2024-01-17 21:37:01.4033333	80F1B776-6415-47DB-AA0A-5C91E3642168	12174.60	2	243.49	System Generated	2024-01-17 21:37:01.4033333	"Wingtip Toys (Jeromesville, OH)"	Tiruchirappalli	10	(216) 555-0100	(216) 555-0101	http://www.wingtiptoys.com/Jeromesville	Suite 42	1876 Bhamidipati Crescent	2024-01-17 21:37:01.4033333
E2BE1F58-BF49-4C59-9F27-167BD2AB3B4D	2023-04-25 15:01:30.1066667	3DFAFB54-8CA1-4505-ABF7-3915A6003170	22424.06	2	448.48	System Generated	2023-04-25 15:01:30.1066667	"Wingtip Toys (Queen Valley, AZ)"	Sangaria	10	(480) 555-0100	(480) 555-0101	http://www.wingtiptoys.com/QueenValley	Suite 56	1750 Lampsa Road	2023-04-25 15:01:30.1066667
8CECF950-21F0-419F-B105-D11B42412C80	2024-02-08 18:55:01.7300000	8B6028B2-77A0-4B2A-921C-117ADB0AEE6F	16120.02	9	1450.80	System Generated	2024-02-08 18:55:01.7300000	Aishwarya Dantuluri	Mul	5	(209) 555-0100	(209) 555-0101	http://www.microsoft.com/	Suite 13	1167 Femke Lane	2024-02-08 18:55:01.7300000
8B2ECC7B-B66E-43C1-A21C-CB29EB1EDA85	2022-11-14 17:16:16.9466667	769D6D27-C5C5-4F4E-970A-08F358ABC148	15095.52	5	754.78	System Generated	2022-11-14 17:16:16.9466667	"Wingtip Toys (Cavendish, VT)"	Alwar	12	(802) 555-0100	(802) 555-0101	http://www.wingtiptoys.com/Cavendish	Shop 295	62 Berggren Road	2022-11-14 17:16:16.9466667
929B828B-9911-482B-8CC0-B3EFBECC16CB	2022-12-15 18:19:19.4700000	BC7E4F94-200B-473E-B80A-0498E9542977	17587.77	2	351.76	System Generated	2022-12-15 18:19:19.4700000	"Wingtip Toys (Haycock, AK)"	Tundla	9	(907) 555-0100	(907) 555-0101	http://www.wingtiptoys.com/Haycock	Suite 183	796 Zvaigzne Boulevard	2022-12-15 18:19:19.4700000
1C7CF1F7-104F-409D-93D6-E46CCCAC9B7C	2023-10-31 21:06:01.5733333	6DD68AAE-1342-4C34-B804-2A7D949AE926	10876.37	11	1196.40	System Generated	2023-10-31 21:06:01.5733333	"Tailspin Toys (Railroad, PA)"	Repalle	12	(215) 555-0100	(215) 555-0101	http://www.tailspintoys.com/Railroad	Suite 158	1032 Duperre Street	2023-10-31 21:06:01.5733333
94FB4166-D2B1-49A1-A7C8-459C978AFFE7	2023-01-14 09:51:18.2033333	4FA247AC-27C2-43A2-B336-8621D9DACFF1	19590.98	9	1763.19	System Generated	2023-01-14 09:51:18.2033333	"Tailspin Toys (Goffstown, NH)"	Sikandrabad	14	(603) 555-0100	(603) 555-0101	http://www.tailspintoys.com/Goffstown	Unit 166	1822 Gruber Lane	2023-01-14 09:51:18.2033333
3F2ECB37-02EB-4690-B3E9-71E470E1812C	2022-10-25 09:39:12.8766667	423B11C2-B83D-4710-81E6-5C3236F394A6	23349.40	0	0.00	System Generated	2022-10-25 09:39:12.8766667	Anna Gyarmathi	Ludhiana	6	(252) 555-0100	(252) 555-0101	http://www.microsoft.com/AnnaGyarmathi/	Suite 15	809 Alva Boulevard	2022-10-25 09:39:12.8766667
3B8A728B-4CD3-444C-BF69-8E4766706F89	2023-11-20 18:18:01.4600000	6BB9148C-8CCA-4DEB-835C-413514DA6E20	17372.04	8	1389.76	System Generated	2023-11-20 18:18:01.4600000	"Tailspin Toys (Point Roberts, WA)"	Arvi	9	(206) 555-0100	(206) 555-0101	http://www.tailspintoys.com/PointRoberts	Unit 187	70 Nishad Avenue	2023-11-20 18:18:01.4600000
9499DD5F-6521-4EFD-8FF3-0F29F3209FE0	2023-05-03 15:19:02.4033333	F4E21D09-1DA2-430E-94D7-A64676E3B502	15649.20	9	1408.43	System Generated	2023-05-03 15:19:02.4033333	Geza Roman	Ramachandrapuram	13	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/GezaRoman/	Suite 24	368 Tatarescu Street	2023-05-03 15:19:02.4033333
948112CD-2ABD-4651-A788-16A4A994CE42	2024-02-01 18:15:02.6400000	53C9E802-DF90-4EFF-8E21-A9F1ED138393	19412.22	8	1552.98	System Generated	2024-02-01 18:15:02.6400000	"Tailspin Toys (Aspen Park, CO)"	Vadipatti	7	(303) 555-0100	(303) 555-0101	http://www.tailspintoys.com/AspenPark	Unit 227	1611 Alfred Lane	2024-02-01 18:15:02.6400000
B07452C4-904E-4EFB-A339-E9196C9F61B4	2023-05-29 15:10:02.0800000	16B9EE56-D83A-4E69-8904-18E98AB8D94C	15374.16	5	768.71	System Generated	2023-05-29 15:10:02.0800000	Giovanna Loggia	Panaji	7	(239) 555-0100	(239) 555-0101	http://www.microsoft.com/	Suite 26	42 Gaurav Boulevard	2023-05-29 15:10:02.0800000
77618861-BBB6-4EFD-98A8-5527EED3C368	2023-04-10 12:55:25.7500000	E098D026-967F-45C2-8F9B-1AE4D6084DFE	20065.27	7	1404.57	System Generated	2023-04-10 12:55:25.7500000	Elina Kaleja	Dharmavaram	14	(225) 555-0100	(225) 555-0101	http://www.microsoft.com/ElinaKaleja/	Unit 18	469 Valbe Road	2023-04-10 12:55:25.7500000
022F36F1-D42A-4291-A923-5DBC23A42BE7	2023-02-27 15:27:21.8800000	AB76D1B4-6442-494C-B24A-4418119A70AF	21580.16	10	2158.02	System Generated	2023-02-27 15:27:21.8800000	Sara Walkky	Darbhanga	5	(303) 555-0100	(303) 555-0101	http://www.microsoft.com/SaraWalkky/	Shop 29	934 Borgen Street	2023-02-27 15:27:21.8800000
08FADFB3-E24F-4C85-9BB3-4234D6D0A980	2022-11-17 10:11:16.7066667	6F8EA4EB-7E3B-4472-AF87-18798937A19B	11439.62	1	114.40	System Generated	2022-11-17 10:11:16.7066667	"Tailspin Toys (Naples Park, FL)"	Tamluk	10	(239) 555-0100	(239) 555-0101	http://www.tailspintoys.com/NaplesPark	Shop 172	1724 Chatterjee Avenue	2022-11-17 10:11:16.7066667
BC2B1B70-FCF8-487C-B41E-4F85EACB88F6	2023-05-22 17:25:02.8300000	E051EEA4-AE35-4884-B62D-2A48E6786206	14778.61	2	295.57	System Generated	2023-05-22 17:25:02.8300000	"Tailspin Toys (Imlaystown, NJ)"	Viluppuram	12	(201) 555-0100	(201) 555-0101	http://www.tailspintoys.com/Imlaystown	Suite 12	1305 Kaleja Street	2023-05-22 17:25:02.8300000
F08B25C1-3B39-42F7-B698-0E15769F7951	2022-10-31 15:01:14.4766667	C82DB2CE-E61B-49B0-AFA2-602C6FA4F005	12562.31	1	125.62	System Generated	2022-10-31 15:01:14.4766667	"Wingtip Toys (Caro, MI)"	Sri Madhopur	12	(231) 555-0100	(231) 555-0101	http://www.wingtiptoys.com/Caro	Unit 159	489 Ganguly Road	2022-10-31 15:01:14.4766667
D50A4D23-76EB-4BEA-B251-C35A0FF9DFE2	2022-10-29 15:45:15.8000000	CADF5113-8ADF-4611-88FE-B9D2E99B083F	19152.35	11	2106.76	System Generated	2022-10-29 15:45:15.8000000	Madhu Dwivedi	Maharajpur	6	(802) 555-0100	(802) 555-0101	http://www.microsoft.com/MadhuDwivedi/	Shop 5	1808 Sagese Crescent	2022-10-29 15:45:15.8000000
47F3E5F3-B5DD-4B6C-94DD-7D0B9EEEF271	2022-10-26 09:03:14.9133333	77DA56FD-956C-4980-BD06-BD0F58AD5BC8	13813.18	2	276.26	System Generated	2022-10-26 09:03:14.9133333	"Wingtip Toys (Rich Creek, VA)"	Tirunelveli	10	(276) 555-0100	(276) 555-0101	http://www.wingtiptoys.com/RichCreek	Suite 238	727 Yavuz Street	2022-10-26 09:03:14.9133333
5CAC319E-F190-4741-93CE-1BAF50E9C919	2023-06-01 18:02:02.9566667	948C857A-FFD2-4372-93B5-4CBC701C2105	18420.85	4	736.83	System Generated	2023-06-01 18:02:02.9566667	"Wingtip Toys (Cavendish, VT)"	Pasighat	10	(802) 555-0100	(802) 555-0101	http://www.wingtiptoys.com/Cavendish	Shop 295	62 Berggren Road	2023-06-01 18:02:02.9566667
589F2A02-3ADF-4687-B3CC-D80C265BEED4	2022-11-29 16:11:17.2533333	6100E6C2-FEB5-4D27-A987-2BB389F47E90	23052.76	0	0.00	System Generated	2022-11-29 16:11:17.2533333	Jaroslav Fisar	Suriyampalayam	10	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/	Suite 30	1999 Ethan Road	2022-11-29 16:11:17.2533333
6189A3FA-1FDD-429A-A93C-DAFACFDF92ED	2023-12-14 18:27:02.2633333	A2664D47-D28A-4620-A52B-67D2658B4C32	11269.55	5	563.48	System Generated	2023-12-14 18:27:02.2633333	"Tailspin Toys (Tierra Verde, FL)"	Soyagaon	11	(239) 555-0100	(239) 555-0101	http://www.tailspintoys.com/TierraVerde	Unit 286	927 Yadav Street	2023-12-14 18:27:02.2633333
06A7DD69-4852-46B1-BCCA-FEB4944B66F7	2023-01-24 11:17:17.5800000	5CE66642-E387-4AD5-A6F5-59C41D5E5C26	15570.34	1	155.70	System Generated	2023-01-24 11:17:17.5800000	"Tailspin Toys (Tumacacori, AZ)"	Achalpur	7	(480) 555-0100	(480) 555-0101	http://www.tailspintoys.com/Tumacacori	Unit 23	1991 Clark Street	2023-01-24 11:17:17.5800000
B8FC6C03-E7F8-406D-8FD6-564A169D8130	2023-01-12 10:58:18.1566667	526623B5-E6DF-4D74-B075-2B3060FB282A	20206.33	6	1212.38	System Generated	2023-01-12 10:58:18.1566667	"Wingtip Toys (Trout Run, PA)"	Shirpur-Warwade	5	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/TroutRun	Unit 190	787 Sarkar Street	2023-01-12 10:58:18.1566667
1E1B217B-38F5-43E6-A851-8A943FE9C96C	2023-04-26 11:57:29.6400000	49F29EFA-ED21-4123-B409-4C9589EFB222	22894.06	9	2060.47	System Generated	2023-04-26 11:57:29.6400000	Chuan Wattanasin	Puliyankudi	5	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/ChuanWattanasin/	Suite 8	1774 Yadav Crescent	2023-04-26 11:57:29.6400000
26E29CE2-5657-4408-8836-39767B9BFBCA	2022-11-03 17:24:16.3400000	AEB0D1B3-72A5-4160-8A34-1B1837CED2BD	23702.14	4	948.09	System Generated	2022-11-03 17:24:16.3400000	Ron Williams	Tirupathur	6	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/	Shop 13	1212 Bhavani Street	2022-11-03 17:24:16.3400000
684E693C-91CF-46D6-894F-97DCFA6847DF	2023-12-08 21:50:01.0900000	4C574F9A-D50C-45F1-9FE8-1F61FD7ECBA0	10134.52	2	202.69	System Generated	2023-12-08 21:50:01.0900000	Veronika Svancarova	Nimbahera	8	(304) 555-0100	(304) 555-0101	http://www.microsoft.com/	Shop 14	68 Parsa Crescent	2023-12-08 21:50:01.0900000
AD76B3DE-D589-4BF4-ACEF-07154032BC8F	2022-11-14 17:45:17.0033333	DB85FBC4-E34F-4E8C-87B0-5E7CB4086041	16071.34	8	1285.71	System Generated	2022-11-14 17:45:17.0033333	"Tailspin Toys (Vassalboro, ME)"	North Lakhimpur	9	(207) 555-0100	(207) 555-0101	http://www.tailspintoys.com/Vassalboro	Unit 234	900 Thota Boulevard	2022-11-14 17:45:17.0033333
1F91C298-AD38-4A53-911A-7DF74AE20184	2022-12-04 15:00:17.7900000	025B5897-BBD9-4343-A442-01506B55D3A0	16314.73	7	1142.03	System Generated	2022-12-04 15:00:17.7900000	Dena Glissen	Godhra	13	(316) 555-0100	(316) 555-0101	http://www.microsoft.com/DenaGlissen/	Unit 13	1331 Sen Street	2022-12-04 15:00:17.7900000
B7844D77-5D45-4C29-836D-EF47FA1DDDAE	2022-10-28 10:53:14.7833333	4DE742F7-830A-49F6-8282-D4CDA3E72C08	15216.20	6	912.97	System Generated	2022-10-28 10:53:14.7833333	Chompoo Atitarn	Gurdaspur	8	(603) 555-0100	(603) 555-0101	http://www.microsoft.com/	Unit 16	1605 Anuj Avenue	2022-10-28 10:53:14.7833333
BB7F2C70-6CAD-47F0-83E9-17C87242232F	2022-10-15 17:11:25.7200000	99305F89-8AB1-4237-9007-212C2E684502	21145.44	7	1480.18	System Generated	2022-10-15 17:11:25.7200000	"Tailspin Toys (Sylvanite, MT)"	"Morinda, India"	11	(406) 555-0100	(406) 555-0101	http://www.tailspintoys.com/Sylvanite	Shop 245	705 Dita Lane	2022-10-15 17:11:25.7200000
ED8029F2-EDBC-4820-AA0D-6758DBC13DF0	2023-03-18 09:21:22.5833333	22C3AECF-46BC-4991-9BE3-A79D009AB22E	12074.63	9	1086.72	System Generated	2023-03-18 09:21:22.5833333	"Tailspin Toys (McCamey, TX)"	Paramakudi	5	(210) 555-0100	(210) 555-0101	http://www.tailspintoys.com/McCamey	Suite 116	1556 Barua Boulevard	2023-03-18 09:21:22.5833333
463FD655-1A10-4CBC-B3CB-EE4A0CEC1E6A	2023-04-13 10:25:25.4866667	E9C13E22-2F13-4A6E-B3CA-7BFC40A51600	10457.91	3	313.74	System Generated	2023-04-13 10:25:25.4866667	"Wingtip Toys (Beekmantown, NY)"	Bengaluru	8	(212) 555-0100	(212) 555-0101	http://www.wingtiptoys.com/Beekmantown	Unit 152	285 Kovacevic Boulevard	2023-04-13 10:25:25.4866667
4A7D10A4-D92B-4D2A-8D7C-9BF98A87C95F	2024-01-19 19:43:01.9166667	FAD1E2B3-AD8E-4ADE-9AF4-813D02393CCC	24946.53	5	1247.33	System Generated	2024-01-19 19:43:01.9166667	"Wingtip Toys (Boalsburg, PA)"	Narasapuram	13	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/Boalsburg	Suite 185	122 ozcan Lane	2024-01-19 19:43:01.9166667
C38D0BB5-879C-4997-9CDB-1491CF708157	2023-03-17 15:34:22.5066667	86BD1363-0C1B-4810-A576-9AAFDA99BA6C	14630.39	8	1170.43	System Generated	2023-03-17 15:34:22.5066667	In-Su Bae	"Shamsabad, Agra"	8	(206) 555-0100	(206) 555-0101	http://www.microsoft.com/In-SuBae/	Shop 10	353 Gomes Avenue	2023-03-17 15:34:22.5066667
785B54D7-A553-477D-96F0-781C3677A4D1	2023-12-05 21:42:02.0300000	C37307DD-0491-4690-9683-76CE2FE6A115	21289.46	4	851.58	System Generated	2023-12-05 21:42:02.0300000	"Tailspin Toys (Bernie, MO)"	Rajura	7	(314) 555-0100	(314) 555-0101	http://www.tailspintoys.com/Bernie	Unit 142	848 Kommineni Street	2023-12-05 21:42:02.0300000
5508BFCF-46CE-49A8-ABA4-1E46412625D7	2023-02-27 17:50:21.7933333	AAB2FD16-05DC-44F7-93CA-39853F1891D8	10302.64	4	412.11	System Generated	2023-02-27 17:50:21.7933333	Rajeev Sandhu	Sohna	6	(458) 555-0100	(458) 555-0101	http://www.microsoft.com/	Shop 9	1768 Suniti Road	2023-02-27 17:50:21.7933333
19F3EB61-35BB-4925-8F2D-BA35365DCAAC	2024-02-19 13:03:02.0300000	64C4B1E4-19B5-4A1D-B1BD-737754075B40	13214.11	1	132.14	System Generated	2024-02-19 13:03:02.0300000	"Tailspin Toys (Teutopolis, IL)"	Sohagpur	6	(217) 555-0100	(217) 555-0101	http://www.tailspintoys.com/Teutopolis	Unit 103	1171 Lukstina Road	2024-02-19 13:03:02.0300000
