ShipmentNo	Ord	ShipmentDate	Amount	ExpectedDeliveryDays	CreatedBy	VehicleNo	EnteredOn	Name	Pnumber	Line1	Line2
63446A86-1730-45B3-AFB5-70E00938DC88	F91F4E66-90AE-493C-A1C0-C6FAD960D4E4	2023-12-02 19:08:37.4000000	15792.89	7	System Generated	ABB-0049	2023-12-02 19:08:37.4000000	"Tailspin Toys (Navassa, NC)"	(252) 555-0100	Suite 231	333 Shasthri Road
6210C1F5-F71B-4305-8002-EC8FF5A6C136	34AEA130-DF04-4D5D-88A1-0F72A3BB3919	2023-12-04 13:17:01.1233333	12080.32	6	System Generated	CCC-0026	2023-12-04 13:17:01.1233333	Ida Celma	(319) 555-0100	Suite 28	893 Habibi Lane
2DDCCA96-3DAD-4116-A00E-27E6F680009A	ED249742-A5E1-445D-9A57-0FA7B2257222	2023-12-04 17:52:01.1266667	11561.66	5	System Generated	ACD-0076	2023-12-04 17:52:01.1266667	Andris Saulitis	(210) 555-0100	Unit 28	370 Rallapalli Street
463E1BD9-CD5D-4A2F-BFE9-C23215914DF2	5AC10B8B-9A26-48DB-8064-0FC8ADA6661A	2023-12-04 21:41:01.1300000	20473.64	6	System Generated	CAE-0083	2023-12-04 21:41:01.1300000	"Wingtip Toys (Wapinitia, OR)"	(458) 555-0100	Shop 119	1525 Benjaree Crescent
8C0286CF-482E-41DA-8EEA-2CA1A9FB2D49	8D3B2243-DD96-4102-B5C8-1F81E0349583	2023-12-04 15:15:01.1300000	24852.47	6	System Generated	CDA-0086	2023-12-04 15:15:01.1300000	Elina Kaleja	(225) 555-0100	Unit 18	469 Valbe Road
5B4B9C5E-3237-44FE-A847-6CE8E474073D	2DDBCCD8-CFED-4F1B-98ED-320EB8BCA4E0	2023-12-04 14:52:01.1300000	23177.62	7	System Generated	DDB-0026	2023-12-04 14:52:01.1300000	Nasrin Omidzadeh	(239) 555-0100	Suite 12	588 Cirulis Lane
714D0CA0-249B-4AEB-A15F-13745D3D18FE	9D2B033D-D6F3-480C-A2B4-52FE7DF88301	2023-12-04 13:00:01.1333333	14078.76	3	System Generated	EBE-0090	2023-12-04 13:00:01.1333333	"Wingtip Toys (Mickleton, NJ)"	(201) 555-0100	Unit 107	1679 Modi Lane
9A681A54-0329-44A7-B579-075AEE5BF152	EA3435FE-AFB3-40DD-BD3A-60613923FD3B	2023-12-04 14:54:01.1333333	22727.77	4	System Generated	BDD-0066	2023-12-04 14:54:01.1333333	Hue Ton	(252) 555-0100	Unit 17	1634 Eugen Lane
05C4AD6D-853E-4CAA-B503-38A0D83C526B	4C574F9A-D50C-45F1-9FE8-1F61FD7ECBA0	2023-12-06 16:21:01.0500000	20354.93	6	System Generated	DEC-0070	2023-12-06 16:21:01.0500000	"Wingtip Toys (Mauldin, SC)"	(803) 555-0100	Suite 250	261 Celmina Street
EAB407E1-97AA-4BDC-8D3B-ADF2FDE4434D	2B22A9BF-2C9A-496B-B9C5-396EF0D1B03E	2023-12-06 18:54:01.0533333	15826.23	6	System Generated	DEB-0011	2023-12-06 18:54:01.0533333	Suparna Bhattacharya	(314) 555-0100	Unit 30	680 Parkar Lane
CEA60ACE-033E-4671-A4C0-C12E708311F3	CAC3F302-4E29-4B15-9B01-4AF9604CDAD9	2023-12-06 14:28:01.0566667	15397.09	7	System Generated	BEB-0033	2023-12-06 14:28:01.0566667	Isidora Morales	(406) 555-0100	Shop 12	1633 Kanaparthi Lane
EC16A1A7-415B-4C5A-8A64-CC49A2B6FF3F	D55C1709-3A1C-43B9-A77B-AF1296290530	2023-12-06 13:16:01.0600000	19657.53	3	System Generated	CBA-0023	2023-12-06 13:16:01.0600000	Madhu Dwivedi	(802) 555-0100	Shop 5	1808 Sagese Crescent
08C046AC-6DF0-485A-A72A-311E2DF190CB	70F2649F-8CA0-44EC-90B4-C4B5400C7F93	2023-12-06 19:00:01.0666667	23485.51	7	System Generated	BEB-0059	2023-12-06 19:00:01.0666667	Dhanishta Mokkapati	(907) 555-0100	Shop 23	1827 Kustrin Boulevard
6CB6B60A-25C3-4474-9316-E33A244D3D24	6E385576-1F85-4200-A04D-CB212A1211A4	2023-12-06 19:38:01.0700000	16325.66	7	System Generated	ECD-0057	2023-12-06 19:38:01.0700000	Jatindra Bandopadhyay	(205) 555-0100	Suite 14	1583 Bill Crescent
D1A76E63-4F6A-4032-A1FF-7C5319FCA282	A4A28106-1FE0-4510-9A2C-D27A979AD067	2023-12-06 16:28:01.0766667	19049.30	7	System Generated	EBC-0094	2023-12-06 16:28:01.0766667	"Tailspin Toys (Jessie, ND)"	(701) 555-0100	Shop 196	483 Raut Lane
861C2F8A-EAD7-4911-AB5C-C149761F0840	B2897B5C-0F40-4A34-8273-DAE4D665C57B	2023-12-06 22:38:01.0800000	23263.74	4	System Generated	ADA-0062	2023-12-06 22:38:01.0800000	Emma Salpa	(205) 555-0100	Suite 4	105 Jitka Street
42847B57-9908-44A7-BA04-841988587C0F	DFFC2DDF-227E-4F80-8029-0D638B771F27	2023-12-07 16:00:01.3966667	20483.90	7	System Generated	DDE-0072	2023-12-07 16:00:01.3966667	Joel Carrillo	(405) 555-0100	Unit 18	227 Paruchuri Boulevard
CD62FF9B-E7C2-447F-A9B2-817DBC247FB1	EA79AB6A-96EF-44ED-BE94-129511EF93DF	2023-12-07 14:41:01.4066667	16961.84	7	System Generated	DCE-0025	2023-12-07 14:41:01.4066667	"Wingtip Toys (Necedah, WI)"	(262) 555-0100	Unit 41	1732 Diaz Road
D912A9F1-392F-454C-89C1-CCB6A769F1FB	146626A2-6B88-4643-8AAD-132358CE7603	2023-12-07 16:22:01.4100000	17673.83	6	System Generated	CDD-0087	2023-12-07 16:22:01.4100000	Hue Ton	(252) 555-0100	Unit 17	1634 Eugen Lane
621FDFE9-82D5-4B73-A2DA-F563A3890E39	6DF156A3-D9F3-4504-A502-0997731D9926	2023-12-08 16:56:00.5566667	15191.31	5	System Generated	BAC-0011	2023-12-08 16:56:00.5566667	"Tailspin Toys (North Cowden, TX)"	(210) 555-0100	Suite 18	402 Nan Road
5356FD7F-7412-475B-94BC-41B8301E2CB6	686B6EAF-D0D7-4E2A-BD23-18A8EE28E7F6	2023-12-08 18:06:00.5600000	15327.38	3	System Generated	CEE-0082	2023-12-08 18:06:00.5600000	"Wingtip Toys (McAdenville, NC)"	(252) 555-0100	Shop 214	1654 Duong Lane
4F21449B-7746-4543-BFC2-565F7A9B7E8B	59A87EC2-4188-47A6-84FE-25D16707D7AB	2023-12-08 16:41:00.5666667	23992.77	5	System Generated	EBC-0093	2023-12-08 16:41:00.5666667	"Wingtip Toys (Harkers Island, NC)"	(252) 555-0100	Shop 216	726 Matos Lane
69B124F7-FBF7-45E7-85DB-892E428A896C	2F60DA32-910A-45D3-8353-2B0630FD1952	2023-12-08 13:29:00.5700000	14865.48	7	System Generated	AEB-0064	2023-12-08 13:29:00.5700000	"Tailspin Toys (Royal City, WA)"	(206) 555-0100	Shop 20	1098 Tatarescu Lane
0739685C-DE4B-4482-A4AC-9AC5468EC0D4	A15F0F55-5724-49A7-9AAF-3CB202CB9099	2023-12-08 14:45:00.5700000	20937.10	3	System Generated	CEA-0069	2023-12-08 14:45:00.5700000	Nichole  Deslauriers	(605) 555-0100	Unit 26	399 Martina Street
130CD995-0DD8-43FE-B879-094AB7540DB9	DE6E0CD8-333B-4915-B871-47373A1B5052	2023-12-08 15:31:00.5733333	13344.80	3	System Generated	DBD-0019	2023-12-08 15:31:00.5733333	Darshana Madhunapantula	(240) 555-0100	Shop 6	374 Cheema Street
A6E88A23-8DA5-464C-B663-04C843CE3778	A539770C-49FF-49A4-A126-506D8B6E599A	2023-12-08 21:23:00.5766667	13527.40	6	System Generated	CDE-0010	2023-12-08 21:23:00.5766667	"Tailspin Toys (Impact, TX)"	(210) 555-0100	Unit 249	760 Trung Crescent
CCAAA1FC-F1CA-4FF8-8E77-235D92BE6CA7	D51A7AF8-9D0C-4E99-A183-5F61E3F98A56	2023-12-08 17:31:00.5800000	17042.95	5	System Generated	CEA-0098	2023-12-08 17:31:00.5800000	"Wingtip Toys (Mendoza, TX)"	(210) 555-0100	Unit 42	1448 Brasseur Boulevard
BFF6A891-EC92-434E-AD9A-46B35E351F16	70C88772-253C-4778-81F4-743F60C89243	2023-12-08 15:26:00.5800000	16857.40	4	System Generated	EEE-0012	2023-12-08 15:26:00.5800000	"Tailspin Toys (Kerby, OR)"	(458) 555-0100	Unit 16	339 Dwivedi Lane
47BF0B4F-694B-4937-88F6-69559DDEA5F9	E013732C-B5FA-4F59-A28C-76B653ED9FE1	2023-12-08 19:54:00.5833333	18443.32	5	System Generated	CCC-0038	2023-12-08 19:54:00.5833333	Vjekoslava Brkic	(319) 555-0100	Shop 19	1290 Wander Street
6B1EF201-7D3D-48CE-AB46-564341AC0BA0	CE4D803D-CBCA-448F-863E-79C452EB158A	2023-12-08 13:21:00.5866667	15643.01	5	System Generated	DCB-0089	2023-12-08 13:21:00.5866667	"Tailspin Toys (Jessie, ND)"	(701) 555-0100	Shop 196	483 Raut Lane
1F812715-8245-4525-B927-094C77DC2E28	4B68A837-4B69-429A-950E-8F1FCD99E7E8	2023-12-08 21:21:00.5900000	17646.30	4	System Generated	EAA-0091	2023-12-08 21:21:00.5900000	Kwanjai Saowaluk	(787) 555-0100	Shop 24	643 Logan Lane
2CB1A1DD-AA31-4FA5-AF4B-7A6D83FCB85E	BDE3DC1D-3BBE-4CCE-ACFC-C0D133BAF85F	2023-12-08 15:47:00.5933333	17701.27	5	System Generated	EDE-0069	2023-12-08 15:47:00.5933333	"Wingtip Toys (White Church, MO)"	(314) 555-0100	Suite 283	1410 Shergill Lane
6BD61968-3740-479F-86DE-AD551C8CC893	C68EA1EF-D3FE-4443-A569-09DE84F07B0F	2023-12-14 16:39:01.6866667	18743.26	6	System Generated	ECE-0036	2023-12-14 16:39:01.6866667	Emma Van Zant	(303) 555-0100	Shop 21	1197 Uma Road
6477AC52-DAAC-471E-941E-D95349E9189D	78BE629F-1515-4BEF-B2BB-16A0283B64ED	2023-12-14 20:48:01.6900000	17787.31	7	System Generated	ADE-0077	2023-12-14 20:48:01.6900000	Yves Belisle	(480) 555-0100	Unit 22	1530 Ngo Boulevard
401ABB8A-356B-4576-8ABA-F6889079C83F	FB436708-F44B-4F4B-B129-5503E1542C9A	2023-12-14 20:01:01.6933333	21263.68	4	System Generated	BAB-0027	2023-12-14 20:01:01.6933333	"Wingtip Toys (New Laguna, NM)"	(505) 555-0100	Suite 185	1687 Ornlamai Lane
0CEA11FB-CCF8-4879-A2C7-6C6B8999E8EB	9D5721E7-AF42-4131-B639-0D9952C47B90	2023-11-17 16:29:01.1900000	11242.18	4	System Generated	AAB-0011	2023-11-17 16:29:01.1900000	Shi Tu	(307) 555-0100	Suite 13	808 Riutta Street
2C0692B9-6979-4FDA-B452-764B0AC782BE	C89DE214-E01C-4C72-A39B-3058D8C83367	2023-11-17 17:00:01.1966667	13305.16	7	System Generated	DCA-0004	2023-11-17 17:00:01.1966667	"Tailspin Toys (Ward Ridge, FL)"	(239) 555-0100	Shop 26	73 Berg Crescent
4867BCDF-8268-4C73-AC11-2AE3DE185C56	1976979A-BEF4-40FC-B5ED-403B5E9381ED	2023-11-17 17:40:01.2033333	15729.83	7	System Generated	DAC-0079	2023-11-17 17:40:01.2033333	"Wingtip Toys (Mier, IN)"	(219) 555-0100	Unit 41	257 Gunes Avenue
4608B05C-AD57-491C-9F91-0738FBE6B947	6BB9148C-8CCA-4DEB-835C-413514DA6E20	2023-11-17 19:45:01.2100000	10754.80	3	System Generated	BDE-0034	2023-11-17 19:45:01.2100000	Ida Celma	(319) 555-0100	Suite 28	893 Habibi Lane
2DF38F8C-2E3C-4FB6-B8D5-883D0C1C07BE	FCAC4661-0A6E-4124-B547-5BFB6D4C2D8C	2023-11-17 17:52:01.2200000	17891.12	7	System Generated	EEC-0044	2023-11-17 17:52:01.2200000	"Tailspin Toys (Maple Shade, NJ)"	(201) 555-0100	Suite 271	81 Banerjee Crescent
94D4B28A-90C9-4EBA-8D84-508E1277718A	7D35AD9A-801D-492A-8EDE-6C1DD888A8B7	2023-11-17 14:01:01.2266667	14144.18	6	System Generated	ECE-0073	2023-11-17 14:01:01.2266667	Damodara Trivedi	(210) 555-0100	Shop 23	682 Shantanu Boulevard
5C4FBE99-51C6-457E-A0DB-CAC9BF340854	312DE50C-DB68-4021-99BE-9833DDC17977	2023-11-17 14:23:01.2300000	20079.63	6	System Generated	ACE-0040	2023-11-17 14:23:01.2300000	"Tailspin Toys (Wallagrass, ME)"	(207) 555-0100	Unit 206	1898 Kasesalu Boulevard
012F9719-3824-4954-A2E5-6C8FD913FF8A	85C0E51A-0D6E-445F-8F5F-B16DCBE97BAA	2023-11-17 19:30:01.2400000	15211.94	7	System Generated	EEC-0087	2023-11-17 19:30:01.2400000	"Tailspin Toys (Koontzville, WA)"	(206) 555-0100	Suite 144	1907 Naicker Boulevard
AAB5C56D-29EC-4EBE-A71F-84779F6BC560	49FE25A9-9B20-4FF7-99EF-B1D1D66513A9	2023-11-17 17:41:01.2500000	12241.33	3	System Generated	ECE-0010	2023-11-17 17:41:01.2500000	Sointu Savonheimo	(701) 555-0100	Suite 9	1606 Lill Avenue
A4CA7926-DDEA-4334-B487-1DADC650330F	E0C5BB44-8341-4809-A00A-B909D1161253	2023-11-17 18:35:01.2566667	18635.89	5	System Generated	CDA-0020	2023-11-17 18:35:01.2566667	"Tailspin Toys (Wappingers Falls, NY)"	(212) 555-0100	Unit 235	822 Shasthri Road
AC97FE1C-6BFC-4933-A1A8-B3F6FD79D69C	57A45B3B-E1A2-42AF-85DA-BE29F2F5B5B5	2023-11-17 17:16:01.2633333	10713.94	4	System Generated	BDE-0030	2023-11-17 17:16:01.2633333	Daniela Lo Duca	(215) 555-0100	Unit 29	654 Hanita Boulevard
A37C84E0-B329-4E10-8E8E-B976583C132D	D77D2FB3-5598-42C9-B15C-C31E5DA1A841	2023-11-17 22:21:01.2700000	21257.38	7	System Generated	CAE-0053	2023-11-17 22:21:01.2700000	Vjekoslava Brkic	(319) 555-0100	Shop 19	1290 Wander Street
0AAA9619-5A1B-45A6-9680-8EE48D6CC62B	772F3F64-6EA1-4C69-A7E9-C3374D025E44	2023-11-17 13:24:01.2766667	13686.33	7	System Generated	CED-0082	2023-11-17 13:24:01.2766667	"Tailspin Toys (Vassalboro, ME)"	(207) 555-0100	Unit 234	900 Thota Boulevard
F2A18891-E91B-47BE-A074-6FECC0A04D9D	780D72A9-062B-446E-BEC5-C5B8BC6A2974	2023-11-17 18:14:01.2833333	17491.40	5	System Generated	CED-0035	2023-11-17 18:14:01.2833333	"Wingtip Toys (Pikeview, CO)"	(303) 555-0100	Suite 297	1726 Zahradnicek Crescent
D200B4FF-EB9B-416E-B6C9-3AF27A002DC6	D28F5B95-8B22-409A-92DC-7E10F95018C5	2023-11-18 14:49:52.6600000	15140.46	3	System Generated	CBC-0024	2023-11-18 14:49:52.6600000	"Wingtip Toys (Mount Summit, IN)"	(219) 555-0100	Suite 94	1033 Lindqvist Road
35D77840-C3F5-4FBF-9370-ABA4600340B6	48B85CA7-5ADE-4A0C-A662-B3EB695882F7	2023-11-18 14:42:52.6666667	22768.34	6	System Generated	AAB-0013	2023-11-18 14:42:52.6666667	"Wingtip Toys (Morita, TX)"	(210) 555-0100	Suite 54	598 Ilic Road
925A54C1-D496-46C5-9842-95C420369E90	8C377C08-2F39-4545-BF08-C393CB21F414	2023-11-18 22:19:52.6766667	16290.58	5	System Generated	CEB-0096	2023-11-18 22:19:52.6766667	"Wingtip Toys (Baldwin City, KS)"	(316) 555-0100	Unit 30	295 Rosberg Avenue
B1FAA98F-B72E-4D3F-9CD5-35FD2FBEFEC8	E0876A09-A608-45AE-87DB-C57E6BEAD31B	2023-11-18 20:51:52.6800000	21190.93	3	System Generated	BBC-0045	2023-11-18 20:51:52.6800000	Arka Chatterjee	(303) 555-0100	Unit 13	1644 Archer Lane
9405F1CC-3233-4BC9-AF49-62C567011C2B	74CEEB13-CF4A-4492-A9F4-C598B3FCCF2A	2023-11-18 17:41:52.6866667	21209.74	6	System Generated	AAE-0050	2023-11-18 17:41:52.6866667	"Tailspin Toys (Placer, OR)"	(458) 555-0100	Unit 222	1151 De Boulevard
4CF6DCAB-7AB1-49FF-9EA3-8430EA7BFD06	611EDEFC-60EB-4ADB-8429-CB0DAB321D12	2023-11-18 21:19:52.6933333	15178.94	5	System Generated	BAC-0072	2023-11-18 21:19:52.6933333	Emil Bojin	(701) 555-0100	Shop 25	1072 Alexandre  Boulevard
5DEA6AF0-858C-412E-BD60-40EFE4652C26	261F2FD5-13CE-4CEC-9B6A-CB82BB960F7E	2023-11-18 22:28:52.7000000	17370.02	5	System Generated	BDC-0098	2023-11-18 22:28:52.7000000	Flynn Moresby	(423) 555-0100	Shop 22	557 Kamila Road
AACB0C6A-8060-43F3-B85C-0553F58C5F73	D77C2F85-58CB-486C-A237-D6C0624919E4	2023-11-18 22:12:52.7033333	23010.82	7	System Generated	AEA-0048	2023-11-18 22:12:52.7033333	Mahavir Sonkar	(505) 555-0100	Unit 7	732 Petrov Avenue
B04290FC-AD34-457D-A5EB-2606B5AEDF95	9E5EA95C-A250-4B40-9805-D6D6456C9260	2023-11-18 16:03:52.7133333	19552.39	5	System Generated	DDB-0077	2023-11-18 16:03:52.7133333	"Tailspin Toys (Mappsburg, VA)"	(276) 555-0100	Shop 177	1736 Han Avenue
CEA8FFE1-F5B0-4068-B9A7-ED3C4C6DDEE0	7A25C72C-E167-4BEC-8BE2-D70A396C2F92	2023-11-18 19:01:52.7200000	17623.18	4	System Generated	ABA-0080	2023-11-18 19:01:52.7200000	"Wingtip Toys (Portales, NM)"	(505) 555-0100	Unit 133	349 Kozakova Boulevard
C79579A6-E0E9-4E2D-9244-81139DC2732D	151750E2-1B46-419E-9507-D820BAD9BD44	2023-11-18 19:34:52.7266667	19596.76	3	System Generated	AED-0064	2023-11-18 19:34:52.7266667	Bong-Soo Ha	(240) 555-0100	Suite 21	1401 Ashish Lane
439B8EFF-7014-4061-9FC6-065B6FAD2EE9	B677BCB1-B1EF-4E88-9B6B-DBA70B7C8345	2023-11-18 18:35:52.7333333	16733.63	3	System Generated	BAC-0014	2023-11-18 18:35:52.7333333	Gasper Havzija	(314) 555-0100	Suite 31	978 Saowaluk Crescent
74B246F3-44EB-4AF8-9170-16988B8FCDA4	C642A089-B23C-4AD4-BDDE-DBBE4C53BED2	2023-11-18 22:08:52.7400000	10528.43	4	System Generated	ADB-0076	2023-11-18 22:08:52.7400000	Leila Carvalho	(217) 555-0100	Suite 24	1051 Nutiu Road
8E1AE4B2-A0CB-4CE8-9C7A-9A9D3F83B88C	E6353DB2-333A-4F7D-91D4-E080AAD52591	2023-11-18 22:37:52.7533333	14588.98	4	System Generated	EEA-0026	2023-11-18 22:37:52.7533333	Lana Goransson	(212) 555-0100	Suite 27	1818 Buecek Boulevard
D05AC9A1-F6BE-4A0B-BF3C-61FF88207C5C	35301FC7-9A23-4630-8E61-E16B28A297B1	2023-11-20 22:27:00.9933333	24831.55	6	System Generated	BCD-0023	2023-11-20 22:27:00.9933333	"Wingtip Toys (Huntingburg, IN)"	(219) 555-0100	Unit 7	833 Pasek Boulevard
315B6DFC-4A11-4559-87A2-585C0789E1B6	CBC5A98B-1F8F-471B-AAFF-E27704A52498	2023-11-20 22:39:00.9966667	16608.76	6	System Generated	DEE-0067	2023-11-20 22:39:00.9966667	"Tailspin Toys (Arbor Vitae, WI)"	(262) 555-0100	Suite 45	234 Benda Crescent
677996C4-4BB2-4636-98A1-46F518AD7E53	67BC04C6-031C-4011-9D48-E2B435EC1908	2023-11-20 19:40:01.0000000	24115.10	4	System Generated	BBE-0020	2023-11-20 19:40:01.0000000	"Tailspin Toys (Vassalboro, ME)"	(207) 555-0100	Unit 234	900 Thota Boulevard
9BE4AE88-71BC-4BC9-81C8-6AD46614BB8B	4B799FAF-281A-46DD-BCDC-E32C9F05B356	2023-11-20 18:17:01.0000000	13763.60	5	System Generated	ADD-0007	2023-11-20 18:17:01.0000000	"Wingtip Toys (Dickworsham, TX)"	(210) 555-0100	Unit 210	811 Benjaree Road
5C0E5FBE-A475-42EE-B714-5A742DD0FCA5	697AD5A7-A948-4BC6-B9D8-E3D528F743B5	2023-11-20 21:39:01.0066667	11553.23	4	System Generated	ACB-0076	2023-11-20 21:39:01.0066667	"Wingtip Toys (Heartwell, NE)"	(308) 555-0100	Unit 77	1910 Stavinohova Crescent
0B8DAFD1-7FC4-4193-8CE8-54C37E74C7FA	63470B4E-FA5D-4787-AC34-E4435035D236	2023-11-20 21:02:01.0100000	23106.68	7	System Generated	CAE-0048	2023-11-20 21:02:01.0100000	"Wingtip Toys (Marin City, CA)"	(209) 555-0100	Unit 64	1320 Mittal Boulevard
27978376-BEFD-4D91-A422-5AC50D43943D	EE557094-8B55-4BB9-806B-E494ABF87AE5	2023-11-20 15:53:01.0100000	24451.85	4	System Generated	EDA-0031	2023-11-20 15:53:01.0100000	Johanna Hoornstra	(210) 555-0100	Suite 13	285 Dupuy Street
2E2F4C79-D823-495E-9C04-6C0AD11A04C4	A836F509-76CC-4ACE-AED0-E5BE33DEB7BA	2023-11-20 15:31:01.0233333	12377.71	6	System Generated	DBE-0049	2023-11-20 15:31:01.0233333	"Wingtip Toys (Flomaton, AL)"	(205) 555-0100	Suite 168	145 Weitzer Boulevard
B530CBC5-2405-4A31-93ED-357244FF6EDB	544DDBCC-D5A4-440F-B238-E7781EF27400	2023-11-20 19:35:01.0266667	18754.66	3	System Generated	BCB-0058	2023-11-20 19:35:01.0266667	Nichole  Deslauriers	(605) 555-0100	Unit 26	399 Martina Street
B82D2A54-8DCF-4388-8DD0-22B8BC64FF62	67DE05D8-3FA3-49DE-A676-E8812854F65B	2023-11-20 20:04:01.0300000	22183.75	4	System Generated	EBD-0006	2023-11-20 20:04:01.0300000	Amarasimha Vinjamuri	(339) 555-0100	Shop 5	1078 Hosseini Boulevard
8C2011C6-56CF-4F51-A4EA-7A6228D36D1D	18E705C3-BA72-4FF6-874F-EA804E0AE0F2	2023-11-20 20:12:01.0333333	24539.71	5	System Generated	ECE-0045	2023-11-20 20:12:01.0333333	"Wingtip Toys (Deeson, MS)"	(228) 555-0100	Unit 247	391 Lanctot Lane
28BCC76C-DE9D-487F-957C-7D78117ADDAF	AF8C5B63-20AD-4A6E-8C3C-EBCFB26B2576	2023-11-20 16:37:01.0366667	17754.22	6	System Generated	BAA-0007	2023-11-20 16:37:01.0366667	"Tailspin Toys (Dundarrach, NC)"	(252) 555-0100	Shop 181	818 Paulet Avenue
E59D44B5-1912-4AA7-85AF-4EBAFFEB5DA6	265645E6-40B7-487F-9C4D-2336AC946462	2023-11-21 17:32:00.9833333	24600.84	7	System Generated	EEC-0029	2023-11-21 17:32:00.9833333	"Tailspin Toys (Bratenahl, OH)"	(216) 555-0100	Unit 149	889 Usenuly Street
9E9ABF0F-666D-4147-856C-C9953392303C	03924BC0-FA2B-4744-B821-7ED36D5A4497	2023-11-21 15:19:00.9900000	16829.49	4	System Generated	EAE-0095	2023-11-21 15:19:00.9900000	Chandrashekhar Dasgupta	(208) 555-0100	Suite 8	1375 Rusl Boulevard
2E62A9F8-623A-4FCD-9F9A-49569F4C5B0B	439695E3-5272-41E7-87B5-818BB7BCDD27	2023-11-21 13:53:00.9933333	11261.78	5	System Generated	ABE-0050	2023-11-21 13:53:00.9933333	"Wingtip Toys (Bourneville, OH)"	(216) 555-0100	Unit 10	158 Lieu Lane
6452596A-FCC2-4960-81F3-891C4A4AD5F7	C3CC1508-C26B-425A-95E6-B8503D58B84E	2023-11-21 20:42:01.0000000	12565.56	7	System Generated	BAE-0003	2023-11-21 20:42:01.0000000	"Wingtip Toys (Saint Landry, LA)"	(225) 555-0100	Unit 160	782 Chakraborty Road
BC36D1CA-4042-40B8-A675-D8DDE4D0F61D	2F497DB0-637E-484A-9D4C-C4DA90FD174A	2023-11-21 16:46:01.0066667	12626.03	3	System Generated	EBE-0029	2023-11-21 16:46:01.0066667	"Tailspin Toys (Fishtail, MT)"	(406) 555-0100	Unit 49	469 Patel Avenue
0BACC0CE-CB34-4787-8558-4DB656FEB70A	98C66907-67B2-4513-904A-D795AF186F75	2023-11-21 13:54:01.0100000	12087.40	5	System Generated	BEE-0003	2023-11-21 13:54:01.0100000	Mahmut ozbek	(339) 555-0100	Unit 5	662 Ornlamai Boulevard
B71FCFAB-9641-4DFF-B3E4-09877AB3B0EF	FE8C5C74-ADCA-47EA-B921-EC197A565E12	2023-11-21 14:53:01.0166667	11251.70	6	System Generated	BDD-0031	2023-11-21 14:53:01.0166667	"Wingtip Toys (White Church, MO)"	(314) 555-0100	Suite 283	1410 Shergill Lane
49C0F05C-8AF3-4484-ADF4-C82C2B0A4082	94BE292C-5A27-4596-BF90-ED5ECA7A4778	2023-11-21 22:06:01.0200000	15095.38	4	System Generated	DEB-0088	2023-11-21 22:06:01.0200000	"Wingtip Toys (Mahaffey, PA)"	(215) 555-0100	Shop 93	1947 ozCelik Road
75667D4F-B0E7-4536-B2E3-2E0031B1678D	A735E212-EAF8-4E59-9773-F09FC212B450	2023-11-21 21:55:01.0233333	19955.45	5	System Generated	CDE-0094	2023-11-21 21:55:01.0233333	Sara Walkky	(303) 555-0100	Shop 29	934 Borgen Street
CFEEFB0F-E392-4EE1-84C8-3E8FB1C98C72	81BCBDE2-A2FC-41CB-8A2B-F272EE248667	2023-11-21 15:25:01.0300000	13692.47	7	System Generated	ECD-0005	2023-11-21 15:25:01.0300000	"Tailspin Toys (South Euclid, OH)"	(216) 555-0100	Unit 31	862 Tomek Avenue
4263D845-0B49-4482-B40D-D109D1A42713	A13D94D4-E6A0-4292-9B66-F2E6A4DD6B1A	2023-11-21 22:19:01.0333333	17670.01	5	System Generated	BDB-0006	2023-11-21 22:19:01.0333333	"Tailspin Toys (Kwethluk, AK)"	(907) 555-0100	Shop 162	486 Spirlea Avenue
65B9F108-6A63-4A96-8AEE-8945A208FEDC	67426503-B8D5-4DDE-8206-F38EFCFCE924	2023-11-21 13:34:01.0400000	14279.42	5	System Generated	CAC-0066	2023-11-21 13:34:01.0400000	"Wingtip Toys (Lucasville, OH)"	(216) 555-0100	Unit 47	857 Bose Avenue
EDA53773-22DC-4508-81F5-E61D7B4894D0	431091B3-0FFB-40D7-8DD9-F3B55C9B5051	2023-11-21 18:51:01.0433333	21659.76	7	System Generated	BAB-0088	2023-11-21 18:51:01.0433333	Lassi Santala	(209) 555-0100	Shop 31	127 Teresa Boulevard
2CBCDE6D-C191-49C7-B377-6432A12951E0	5DFA0C41-8AC5-46B7-9C9F-F405E100EAE2	2023-11-21 14:58:01.0466667	12330.13	4	System Generated	AAA-0092	2023-11-21 14:58:01.0466667	Kamala Nishad	(201) 555-0100	Suite 5	1233 Jantunen Street
158383A6-529E-46A4-87CB-EA5CAD366C5B	BDF7374A-CBAD-4FC2-89F7-F426F3BE6EE0	2023-11-21 19:50:01.0500000	17844.69	6	System Generated	ABA-0015	2023-11-21 19:50:01.0500000	"Tailspin Toys (Brown City, MI)"	(231) 555-0100	Suite 85	1297 Hrdlickova Boulevard
99DD3762-FCF8-4F94-B607-D272128683F4	3A442272-0390-4911-ADEC-16C8F6C7AAD8	2023-11-30 20:11:01.0066667	15936.83	3	System Generated	BAE-0039	2023-11-30 20:11:01.0066667	"Tailspin Toys (Eden Valley, MN)"	(218) 555-0100	Unit 248	226 Auzina Lane
