Ord	ODate	wt	TotalValue	ProductName	ProductNumber	color	StandardCost	size	Weight	CreatedBy	EnteredOn	SEntityName	SPNo	SFax	SUrl	sLine1	SLine2	REntityName	RPNo	RFax	RUrl	RLine1	RLine2	SCity	OBranch	DCity	DBranch
AFA40FEC-3D43-47F0-860F-A7D051371F8B	2023-04-06 12:49:22.8800000	832.07	868181.49	"ML Road Frame - Red, 48"	FR-R72R-48	Red	352.139404296875	48	2.26	System Generated	2023-04-06 12:49:22.8800000	Daevasree Samavedam	(201) 555-0100	(201) 555-0101	http://www.microsoft.com/DaevasreeSamavedam/	Suite 25	1690 Poddar Avenue	"Tailspin Toys (Vidrine, LA)"	(225) 555-0100	(225) 555-0101	http://www.tailspintoys.com/Vidrine	Suite 174	920 Nesic Street	Rau	Madhya Pradesh	Mahe	Puducherry
BEC20A14-1819-462A-AF0A-7EE9F9A25D24	2023-12-14 14:22:01.6266667	882.26	112560.70	"Road-650 Black, 48"	BK-R50B-48	Black	486.706604003906	48	19.13	System Generated	2023-12-14 14:22:01.6266667	Daevasree Samavedam	(201) 555-0100	(201) 555-0101	http://www.microsoft.com/DaevasreeSamavedam/	Suite 25	1690 Poddar Avenue	"Wingtip Toys (Mauldin, SC)"	(803) 555-0100	(803) 555-0101	http://www.wingtiptoys.com/Mauldin	Suite 250	261 Celmina Street	Rayachoti	Andhra Pradesh	Balangir	Odisha
E79F17AD-C468-43C5-89C9-1AB8A4DFBC4E	2023-03-28 16:28:20.3700000	867.72	548270.68	Metal Bar 1	MB-2024	NULL	0	NULL	NULL	System Generated	2023-03-28 16:28:20.3700000	Daevasree Samavedam	(201) 555-0100	(201) 555-0101	http://www.microsoft.com/DaevasreeSamavedam/	Suite 25	1690 Poddar Avenue	"Tailspin Toys (Tierra Verde, FL)"	(239) 555-0100	(239) 555-0101	http://www.tailspintoys.com/TierraVerde	Unit 286	927 Yadav Street	Hindupur	Andhra Pradesh	Nasirabad	Rajasthan
1AF01A68-F652-47D3-9B30-66CFFA24F4B5	2023-04-27 16:14:27.0700000	901.35	544983.37	Blade	BL-2036	NULL	0	NULL	NULL	System Generated	2023-04-27 16:14:27.0700000	Daevasree Samavedam	(201) 555-0100	(201) 555-0101	http://www.microsoft.com/DaevasreeSamavedam/	Suite 25	1690 Poddar Avenue	Kanchana Dutta	(907) 555-0100	(907) 555-0101	http://www.microsoft.com/	Shop 26	1483 Hubert Crescent	Patti	Punjab	Indore	Madhya Pradesh
A8ACE715-2D99-4B25-A732-8880942D29F3	2024-02-29 13:06:00.8266667	983.58	835500.92	Metal Angle	MA-7075	NULL	0	NULL	NULL	System Generated	2024-02-29 13:06:00.8266667	Ludmila Smidova	(480) 555-0100	(480) 555-0101	http://www.microsoft.com/LudmilaSmidova/	Unit 31	413 Wattanasin Boulevard	Irma Berzina	(458) 555-0100	(458) 555-0101	http://www.microsoft.com/	Suite 29	932 Deeptendu Crescent	Neyyattinkara	Kerala	Udhampur	Jammu and Kashmir
57941146-A8E3-420D-A19B-E8A543FCDA3E	2023-01-26 09:09:18.3433333	841.80	955754.30	"LL Touring Frame - Yellow, 54"	FR-T67Y-54	Yellow	199.851898193359	54	3.14	System Generated	2023-01-26 09:09:18.3433333	Ludmila Smidova	(480) 555-0100	(480) 555-0101	http://www.microsoft.com/LudmilaSmidova/	Unit 31	413 Wattanasin Boulevard	Veronika Svancarova	(304) 555-0100	(304) 555-0101	http://www.microsoft.com/	Shop 14	68 Parsa Crescent	Patur	Maharashtra	Nagercoil	Tamil Nadu
4CD6B2ED-31EF-47DE-94B2-1BB06B01B226	2023-03-11 18:39:20.3000000	890.55	659016.33	"Road-350-W Yellow, 44"	BK-R79Y-44	Yellow	1082.51000976563	44	16.13	System Generated	2023-03-11 18:39:20.3000000	Ludmila Smidova	(480) 555-0100	(480) 555-0101	http://www.microsoft.com/LudmilaSmidova/	Unit 31	413 Wattanasin Boulevard	"Wingtip Toys (Valhalla, NC)"	(252) 555-0100	(252) 555-0101	http://www.wingtiptoys.com/Valhalla	Suite 66	1127 Vosnik Road	Bhadrachalam	Telangana	Panaji	Goa
41CFFCA4-60F5-4D8D-8EA6-2CFEBA94F1FC	2022-12-20 15:55:17.2433333	972.85	631445.92	"Touring-1000 Blue, 54"	BK-T79U-54	Blue	1481.93786621094	54	25.68	System Generated	2022-12-20 15:55:17.2433333	Anna Gyarmathi	(252) 555-0100	(252) 555-0101	http://www.microsoft.com/AnnaGyarmathi/	Suite 15	809 Alva Boulevard	"Tailspin Toys (Arrow Rock, MO)"	(314) 555-0100	(314) 555-0101	http://www.tailspintoys.com/ArrowRock	Shop 181	1190 Syme Street	Vapi	Gujarat	Sandila	Uttar Pradesh
8FC713E0-FD43-4375-AE74-AF002BD88505	2024-01-12 16:44:01.5000000	890.68	896189.46	Lock Nut 9	LN-1428	NULL	0	NULL	NULL	System Generated	2024-01-12 16:44:01.5000000	Anna Gyarmathi	(252) 555-0100	(252) 555-0101	http://www.microsoft.com/AnnaGyarmathi/	Suite 15	809 Alva Boulevard	"Tailspin Toys (Manchester Center, VT)"	(802) 555-0100	(802) 555-0101	http://www.tailspintoys.com/ManchesterCenter	Shop 264	611 Todorovic Avenue	Bheemunipatnam	Andhra Pradesh	Gopalganj	Bihar
36F0E1D6-2100-4EB2-9E8A-E84F7D66A16A	2024-01-05 14:12:01.7100000	855.23	253729.21	"Road-250 Black, 48"	BK-R89B-48	Black	1554.94787597656	48	15.13	System Generated	2024-01-05 14:12:01.7100000	Anna Gyarmathi	(252) 555-0100	(252) 555-0101	http://www.microsoft.com/AnnaGyarmathi/	Suite 15	809 Alva Boulevard	Amarakumaar Gadiyaram	(303) 555-0100	(303) 555-0101	http://www.microsoft.com/AmarakumaarGadiyaram/	Shop 10	1575 Bhattacharya Lane	Qadian	Punjab	Kapurthala	Punjab
CCAE85B9-77AA-4D44-9FDA-4EB15CE5003F	2022-11-24 13:22:15.7400000	884.51	711153.87	"Road-250 Black, 44"	BK-R89B-44	Black	1554.94787597656	44	14.77	System Generated	2022-11-24 13:22:15.7400000	Ioana Florea	(339) 555-0100	(339) 555-0101	http://www.microsoft.com/IoanaFlorea/	Suite 28	999 Dumina Avenue	Marcela Lucescu	(231) 555-0100	(231) 555-0101	http://www.microsoft.com/MarcelaLucescu/	Unit 5	201 Glissen Lane	Nabarangapur	Odisha	Pilibhit	Uttar Pradesh
0B2D0C84-2AAD-4139-B763-294B227BEC5D	2023-10-31 22:51:01.0900000	923.00	544425.51	"Road-650 Black, 60"	BK-R50B-60	Black	486.706604003906	60	19.90	System Generated	2023-10-31 22:51:01.0900000	Ioana Florea	(339) 555-0100	(339) 555-0101	http://www.microsoft.com/IoanaFlorea/	Suite 28	999 Dumina Avenue	Salamans Karklins	(458) 555-0100	(458) 555-0101	http://www.microsoft.com/	Shop 28	1933 Akanksha Road	Kakinada	Andhra Pradesh	Margao	Goa
49204EC4-9108-4B19-A1ED-82399DCD4C51	2022-11-19 12:53:16.3433333	989.52	579430.48	"LL Road Frame - Red, 44"	FR-R38R-44	Red	187.157104492188	44	2.32	System Generated	2022-11-19 12:53:16.3433333	Ioana Florea	(339) 555-0100	(339) 555-0101	http://www.microsoft.com/IoanaFlorea/	Suite 28	999 Dumina Avenue	Ajitaab Pakalapati	(209) 555-0100	(209) 555-0101	http://www.microsoft.com/AjitaabPakalapati/	Shop 11	1892 Clark Avenue	Siddipet	Telangana	PurqUrban Agglomerationzi	Uttar Pradesh
1F453D53-F7FF-4321-9DC7-490785D2CAE4	2024-02-26 19:22:01.2800000	844.72	621030.86	"Men's Sports Shorts, XL"	SH-M897-X	Black	24.7458992004395	XL	NULL	System Generated	2024-02-26 19:22:01.2800000	Ioana Florea	(339) 555-0100	(339) 555-0101	http://www.microsoft.com/IoanaFlorea/	Suite 28	999 Dumina Avenue	Hee-Young Suh	(209) 555-0100	(209) 555-0101	http://www.microsoft.com/Hee-YoungSuh/	Suite 23	617 Polaskova Boulevard	Mahnar Bazar	Bihar	Silvassa	Dadra and Nagar Haveli
2D795F2D-2DAB-436A-96CA-C2F416A7E878	2023-02-09 10:39:18.6833333	955.70	599973.67	Metal Angle	MA-7075	NULL	0	NULL	NULL	System Generated	2023-02-09 10:39:18.6833333	Lorin Astrom	(210) 555-0100	(210) 555-0101	http://www.microsoft.com/LorinAstrom/	Shop 19	487 Prabhupāda Lane	"Wingtip Toys (Caton, NY)"	(212) 555-0100	(212) 555-0101	http://www.wingtiptoys.com/Caton	Unit 122	1187 Baruah Crescent	Risod	Maharashtra	Mirganj	Bihar
5A5BCA5C-8892-43EB-9359-FC13F0618C72	2023-11-24 14:22:53.7100000	937.35	763772.77	Lock Nut 4	LN-8320	NULL	0	NULL	NULL	System Generated	2023-11-24 14:22:53.7100000	Bishwa Chatterjee	(239) 555-0100	(239) 555-0101	http://www.microsoft.com/BishwaChatterjee/	Unit 17	1466 Deilami Road	Rani Ganguly	(209) 555-0100	(209) 555-0101	http://www.microsoft.com/RaniGanguly/	Unit 23	1552 Srbova Road	Pali	Rajasthan	Tirupathur	Tamil Nadu
D1F93C4D-B90E-449A-9066-7BDE7F448FAB	2023-04-24 17:52:26.4366667	877.40	250585.58	Chainring Nut	CN-6137	Silver	0	NULL	NULL	System Generated	2023-04-24 17:52:26.4366667	Bishwa Chatterjee	(239) 555-0100	(239) 555-0101	http://www.microsoft.com/BishwaChatterjee/	Unit 17	1466 Deilami Road	"Wingtip Toys (Cale, AR)"	(479) 555-0100	(479) 555-0101	http://www.wingtiptoys.com/Cale	Unit 12	1235 Oh Crescent	Gobichettipalayam	Tamil Nadu	Vatakara	Kerala
9DE0A53C-162E-4357-BF1E-90CF72C7FD2C	2024-01-17 15:06:00.9000000	838.29	870699.24	"Sport-100 Helmet, Black"	HL-U509	Black	13.0862998962402	NULL	NULL	System Generated	2024-01-17 15:06:00.9000000	Bishwa Chatterjee	(239) 555-0100	(239) 555-0101	http://www.microsoft.com/BishwaChatterjee/	Unit 17	1466 Deilami Road	"Wingtip Toys (Straughn, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Straughn	Suite 265	299 Bae Road	Mangrulpir	Maharashtra	Ramnagar	Uttarakhand
D77D2FB3-5598-42C9-B15C-C31E5DA1A841	2023-11-06 18:20:01.4700000	822.43	432076.18	"Mountain-100 Black, 48"	BK-M82B-48	Black	1898.09436035156	48	21.42	System Generated	2023-11-06 18:20:01.4700000	Bishwa Chatterjee	(239) 555-0100	(239) 555-0101	http://www.microsoft.com/BishwaChatterjee/	Unit 17	1466 Deilami Road	Narayan Ogra	(208) 555-0100	(208) 555-0101	http://www.microsoft.com/	Unit 17	354 Darshan Boulevard	Polur	Tamil Nadu	Pithoragarh	Uttarakhand
66A00730-DE1E-4A8F-A421-6D71B472A672	2023-11-10 21:34:00.5133333	800.46	740963.97	"Half-Finger Gloves, L"	GL-H102-L	Black	9.15929985046387	L	NULL	System Generated	2023-11-10 21:34:00.5133333	Bishwa Chatterjee	(239) 555-0100	(239) 555-0101	http://www.microsoft.com/BishwaChatterjee/	Unit 17	1466 Deilami Road	"Wingtip Toys (East Mountain, TX)"	(210) 555-0100	(210) 555-0101	http://www.wingtiptoys.com/EastMountain	Unit 249	1636 Monty Road	Hardwar	Uttarakhand	Nongstoin	Meghalaya
2E20E924-5691-45D1-9673-011B2DD7586D	2022-12-19 16:24:16.2100000	829.33	529371.21	"Full-Finger Gloves, L"	GL-F110-L	Black	15.6709003448486	L	NULL	System Generated	2022-12-19 16:24:16.2100000	Chaayaadaevi Sonti	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/ChaayaadaeviSonti/	Suite 13	701 Sedlar Boulevard	Gabriela Hernandes	(239) 555-0100	(239) 555-0101	http://www.microsoft.com/GabrielaHernandes/	Suite 31	632 Sokk Lane	Prithvipur	Madhya Pradesh	Tirora	Maharashtra
B8C1F492-D0B9-43D7-AAAB-7D9992361518	2022-12-17 12:56:16.6266667	986.85	556683.06	"Touring-1000 Yellow, 50"	BK-T79Y-50	Yellow	1481.93786621094	50	25.42	System Generated	2022-12-17 12:56:16.6266667	Chaayaadaevi Sonti	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/ChaayaadaeviSonti/	Suite 13	701 Sedlar Boulevard	Taneli Riutta	(276) 555-0100	(276) 555-0101	http://www.microsoft.com/TaneliRiutta/	Unit 21	22 Thakur Boulevard	Lalganj	Bihar	Limbdi	Gujarat
32715D53-C82B-4274-A9BF-E0EE974C7082	2023-12-14 15:17:01.6033333	953.97	270996.07	"Mountain-200 Silver, 38"	BK-M68S-38	Silver	1265.61950683594	38	23.35	System Generated	2023-12-14 15:17:01.6033333	Chaayaadaevi Sonti	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/ChaayaadaeviSonti/	Suite 13	701 Sedlar Boulevard	Rajeev Sandhu	(458) 555-0100	(458) 555-0101	http://www.microsoft.com/	Shop 9	1768 Suniti Road	Chandausi	Uttar Pradesh	Belonia	Tripura
BC246E5D-8B1C-4DFF-95B6-639B3B9181C4	2024-02-28 21:36:01.2366667	928.12	181772.35	"Men's Sports Shorts, L"	SH-M897-L	Black	24.7458992004395	L	NULL	System Generated	2024-02-28 21:36:01.2366667	Chaayaadaevi Sonti	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/ChaayaadaeviSonti/	Suite 13	701 Sedlar Boulevard	"Wingtip Toys (Lost River, ID)"	(208) 555-0100	(208) 555-0101	http://www.wingtiptoys.com/LostRiver	Unit 63	506 Dikshit Lane	Sitamarhi	Bihar	Ramdurg	Karnataka
D371BABC-7885-4B55-B8E4-41C4A7CE82B9	2024-02-29 15:30:00.8333333	885.54	688511.97	Lock Nut 19	LN-9080	NULL	0	NULL	NULL	System Generated	2024-02-29 15:30:00.8333333	Chaayaadaevi Sonti	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/ChaayaadaeviSonti/	Suite 13	701 Sedlar Boulevard	Vedrana Kovacevic	(479) 555-0100	(479) 555-0101	http://www.microsoft.com/	Shop 31	1195 Sophia Crescent	Savarkundla	Gujarat	Silapathar	Assam
74EC50D9-7E52-4922-A5B2-5654302C82DD	2023-12-27 14:56:00.6866667	891.23	444839.16	Lock Washer 11	LW-9160	NULL	0	NULL	NULL	System Generated	2023-12-27 14:56:00.6866667	Chaayaadaevi Sonti	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/ChaayaadaeviSonti/	Suite 13	701 Sedlar Boulevard	"Wingtip Toys (Berville, MI)"	(231) 555-0100	(231) 555-0101	http://www.wingtiptoys.com/Berville	Unit 38	824 Padilla Crescent	Tuensang	Nagaland	Titlagarh	Odisha
154823C3-FC65-491E-8E32-FDE0732B9D7D	2023-02-04 16:49:18.6366667	978.86	842578.79	Lock Nut 10	LN-5161	NULL	0	NULL	NULL	System Generated	2023-02-04 16:49:18.6366667	Drazenka Jelic	(803) 555-0100	(803) 555-0101	http://www.microsoft.com/DrazenkaJelic/	Unit 23	1577 Lam Lane	"Wingtip Toys (Karthaus, PA)"	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/Karthaus	Suite 106	272 Stojkovic Avenue	Thiruvarur	Tamil Nadu	Palwancha	Telangana
9F927921-2020-4502-8FF8-0A21BCDBB561	2023-12-31 18:34:58.1933333	810.27	912168.14	ML Crankarm	CA-6738	Black	0	NULL	NULL	System Generated	2023-12-31 18:34:58.1933333	Drazenka Jelic	(803) 555-0100	(803) 555-0101	http://www.microsoft.com/DrazenkaJelic/	Unit 23	1577 Lam Lane	"Wingtip Toys (Alcester, SD)"	(605) 555-0100	(605) 555-0101	http://www.wingtiptoys.com/Alcester	Shop 273	631 Valbe Boulevard	Guwahati	Assam	Salur	Andhra Pradesh
87980CA2-FC50-4BC2-A140-E7B1BC0AB1C3	2023-02-19 10:19:18.2533333	813.33	817252.43	Hex Nut 2	HN-5400	NULL	0	NULL	NULL	System Generated	2023-02-19 10:19:18.2533333	Drazenka Jelic	(803) 555-0100	(803) 555-0101	http://www.microsoft.com/DrazenkaJelic/	Unit 23	1577 Lam Lane	"Wingtip Toys (Hollandsburg, IN)"	(219) 555-0100	(219) 555-0101	http://www.wingtiptoys.com/Hollandsburg	Unit 234	1014 Shuler Avenue	Shajapur	Madhya Pradesh	Padra	Gujarat
25F4DE4A-F634-4947-A3DF-3EC157CBDFD1	2023-11-10 13:15:00.5300000	834.20	889909.84	"Road-650 Black, 62"	BK-R50B-62	Black	486.706604003906	62	20.00	System Generated	2023-11-10 13:15:00.5300000	Drazenka Jelic	(803) 555-0100	(803) 555-0101	http://www.microsoft.com/DrazenkaJelic/	Unit 23	1577 Lam Lane	"Tailspin Toys (Antares, AZ)"	(480) 555-0100	(480) 555-0101	http://www.tailspintoys.com/Antares	Unit 148	307 Raju Street	Tilda Newra	Chhattisgarh	Malda	West Bengal
4715BA65-1D64-48E4-81ED-7F1B63D97436	2023-05-17 19:54:02.2133333	899.88	909522.31	"Road-250 Red, 48"	BK-R89R-48	Red	1518.78637695313	48	15.13	System Generated	2023-05-17 19:54:02.2133333	Drazenka Jelic	(803) 555-0100	(803) 555-0101	http://www.microsoft.com/DrazenkaJelic/	Unit 23	1577 Lam Lane	"Wingtip Toys (Omer, MI)"	(231) 555-0100	(231) 555-0101	http://www.wingtiptoys.com/Omer	Shop 261	1855 Mitra Avenue	Kurnool	Andhra Pradesh	Sindhnur	Karnataka
202119DE-0C5B-4FF7-A2A9-5AAD409C0742	2022-12-10 16:25:16.6200000	911.42	689883.71	Fender Set - Mountain	FE-6654	NULL	8.22049999237061	NULL	NULL	System Generated	2022-12-10 16:25:16.6200000	Drazenka Jelic	(803) 555-0100	(803) 555-0101	http://www.microsoft.com/DrazenkaJelic/	Unit 23	1577 Lam Lane	"Tailspin Toys (Buell, MO)"	(314) 555-0100	(314) 555-0101	http://www.tailspintoys.com/Buell	Shop 35	804 Nantakarn Road	Thrissur	Kerala	Vadipatti	Tamil Nadu
05209EBC-BEE9-4C99-A099-65DF843EF719	2023-03-17 15:38:20.9433333	999.87	144328.69	"LL Touring Frame - Blue, 44"	FR-T67U-44	Blue	199.851898193359	44	3.02	System Generated	2023-03-17 15:38:20.9433333	Drazenka Jelic	(803) 555-0100	(803) 555-0101	http://www.microsoft.com/DrazenkaJelic/	Unit 23	1577 Lam Lane	"Tailspin Toys (Coney Island, MO)"	(314) 555-0100	(314) 555-0101	http://www.tailspintoys.com/ConeyIsland	Suite 111	27 Vidovic Boulevard	Visnagar	Gujarat	Seohara	Uttar Pradesh
48D97D5F-0A82-4A49-997E-ACCD4D9ED76E	2023-12-31 21:01:58.2000000	951.63	559115.68	ML Mountain Seat/Saddle	SE-M798	NULL	17.3782005310059	NULL	NULL	System Generated	2023-12-31 21:01:58.2000000	Drazenka Jelic	(803) 555-0100	(803) 555-0101	http://www.microsoft.com/DrazenkaJelic/	Unit 23	1577 Lam Lane	Yonca Basturk	(262) 555-0100	(262) 555-0101	http://www.microsoft.com/	Unit 15	550 Manjunatha Avenue	Sendhwa	Madhya Pradesh	Baramula	Jammu and Kashmir
B2DABC1F-DA59-465B-B3A0-AF2F62846A47	2022-12-02 16:12:17.2066667	832.23	571129.51	HL Spindle/Axle	SD-9872	NULL	0	NULL	NULL	System Generated	2022-12-02 16:12:17.2066667	Ida Celma	(319) 555-0100	(319) 555-0101	http://www.microsoft.com/IdaCelma/	Suite 28	893 Habibi Lane	Taj Syme	(216) 555-0100	(216) 555-0101	http://www.microsoft.com/	Unit 27	1864 Rohan Road	Sanchore	Rajasthan	Tekkalakote	Karnataka
FC99183B-A3AE-4941-9400-1B940C2DBC8F	2024-01-04 18:02:35.3300000	932.53	981445.87	Hex Nut 7	HN-1224	NULL	0	NULL	NULL	System Generated	2024-01-04 18:02:35.3300000	Ida Celma	(319) 555-0100	(319) 555-0101	http://www.microsoft.com/IdaCelma/	Suite 28	893 Habibi Lane	"Wingtip Toys (Salt Wells, NV)"	(702) 555-0100	(702) 555-0101	http://www.wingtiptoys.com/SaltWells	Unit 20	1175 Moresby Street	Modinagar	Uttar Pradesh	Pondicherry	Puducherry
2E257543-4BDC-4701-BA5D-B9B16E9E1F97	2022-10-17 13:17:25.7933333	905.13	968143.76	Flat Washer 5	FW-7160	NULL	0	NULL	NULL	System Generated	2022-10-17 13:17:25.7933333	Ida Celma	(319) 555-0100	(319) 555-0101	http://www.microsoft.com/IdaCelma/	Suite 28	893 Habibi Lane	David safranek	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/Davidsafranek/	Shop 7	974 Mazzanti Avenue	Viswanatham	Tamil Nadu	Chirkunda	Jharkhand
33343F89-F63B-48FB-BA24-B4A346439E7B	2022-10-28 15:25:14.2766667	837.84	298347.30	Metal Sheet 1	MS-6061	NULL	0	NULL	NULL	System Generated	2022-10-28 15:25:14.2766667	Hoc Tran	(339) 555-0100	(339) 555-0101	http://www.microsoft.com/HocTran/	Shop 19	1634 Sen Street	"Wingtip Toys (Morrison Bluff, AR)"	(479) 555-0100	(479) 555-0101	http://www.wingtiptoys.com/MorrisonBluff	Shop 284	645 Khalsa Boulevard	Rapar	Gujarat	Shendurjana	Maharashtra
461D51B3-C1BD-414C-8592-8A28A978EF4E	2022-11-30 12:50:15.5800000	995.20	671367.47	Mountain Pump	PU-M044	NULL	10.3084001541138	NULL	NULL	System Generated	2022-11-30 12:50:15.5800000	Hoc Tran	(339) 555-0100	(339) 555-0101	http://www.microsoft.com/HocTran/	Shop 19	1634 Sen Street	"Wingtip Toys (Caro, MI)"	(231) 555-0100	(231) 555-0101	http://www.wingtiptoys.com/Caro	Unit 159	489 Ganguly Road	Mhaswad	Maharashtra	Sihora	Madhya Pradesh
1A76294F-B2ED-455E-BB38-7A980C5D9D92	2023-04-02 10:52:22.7300000	946.89	603809.36	"Half-Finger Gloves, M"	GL-H102-M	Black	9.15929985046387	M	NULL	System Generated	2023-04-02 10:52:22.7300000	Hoc Tran	(339) 555-0100	(339) 555-0101	http://www.microsoft.com/HocTran/	Shop 19	1634 Sen Street	Arka Chatterjee	(303) 555-0100	(303) 555-0101	http://www.microsoft.com/	Unit 13	1644 Archer Lane	Safidon	Haryana	Manasa	Madhya Pradesh
3FC9748E-2749-4D9B-9A4A-99DAB2C8FEC6	2024-02-13 20:02:01.1600000	830.40	886610.13	"Full-Finger Gloves, S"	GL-F110-S	Black	15.6709003448486	S	NULL	System Generated	2024-02-13 20:02:01.1600000	David safranek	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/Davidsafranek/	Shop 7	974 Mazzanti Avenue	Nicolo Cattaneo	(212) 555-0100	(212) 555-0101	http://www.microsoft.com/NicoloCattaneo/	Unit 22	1126 Chakraborty Crescent	Ponnani	Kerala	Naidupet	Andhra Pradesh
80A8DA23-F114-47AD-B6D4-6D6C386C1E4C	2023-02-16 13:26:19.0933333	827.21	741676.41	"ML Mountain Frame-W - Silver, 40"	FR-M63S-40	Silver	199.375701904297	40	2.77	System Generated	2023-02-16 13:26:19.0933333	David safranek	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/Davidsafranek/	Shop 7	974 Mazzanti Avenue	"Tailspin Toys (Crary, ND)"	(701) 555-0100	(701) 555-0101	http://www.tailspintoys.com/Crary	Suite 181	522 Longo Lane	Udhampur	Jammu and Kashmir	Vadipatti	Tamil Nadu
5AC10B8B-9A26-48DB-8064-0FC8ADA6661A	2023-12-02 20:02:36.9966667	845.12	772560.34	Cone-Shaped Race	RA-7490	NULL	0	NULL	NULL	System Generated	2023-12-02 20:02:36.9966667	David safranek	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/Davidsafranek/	Shop 7	974 Mazzanti Avenue	Gadhar Das	(217) 555-0100	(217) 555-0101	http://www.microsoft.com/	Suite 25	1122 Constanza Street	Wai	Maharashtra	Naugawan Sadat	Uttar Pradesh
C2692425-E53E-4431-A261-E1FE649FAA71	2023-02-10 09:00:19.3700000	822.66	714573.17	Thin-Jam Lock Nut 14	LJ-5818	NULL	0	NULL	NULL	System Generated	2023-02-10 09:00:19.3700000	David safranek	(215) 555-0100	(215) 555-0101	http://www.microsoft.com/Davidsafranek/	Shop 7	974 Mazzanti Avenue	Nguyen Banh	(239) 555-0100	(239) 555-0101	http://www.microsoft.com/	Unit 7	1885 William Boulevard	Dhenkanal	Odisha	Vijapur	Gujarat
994613AE-4310-45CE-B7C4-379A736235CB	2024-02-05 20:49:00.6533333	945.02	857362.52	Touring End Caps	EC-T209	NULL	0	NULL	NULL	System Generated	2024-02-05 20:49:00.6533333	Svetlana Todorovic	(206) 555-0100	(206) 555-0101	http://www.microsoft.com/SvetlanaTodorovic/	Suite 14	731 Szolosy Crescent	Daevasree Samavedam	(201) 555-0100	(201) 555-0101	http://www.microsoft.com/DaevasreeSamavedam/	Suite 25	1690 Poddar Avenue	Lucknow	Uttar Pradesh	Virudhunagar	Tamil Nadu
63E7F25D-D851-42BF-ABB4-5595EE6B6325	2022-11-22 16:20:15.9433333	948.76	974024.69	LL Hub	HU-6280	NULL	0	NULL	NULL	System Generated	2022-11-22 16:20:15.9433333	Svetlana Todorovic	(206) 555-0100	(206) 555-0101	http://www.microsoft.com/SvetlanaTodorovic/	Suite 14	731 Szolosy Crescent	"Wingtip Toys (Homer City, PA)"	(215) 555-0100	(215) 555-0101	http://www.wingtiptoys.com/HomerCity	Suite 149	1993 TunC Street	Raver	Maharashtra	Udaipurwati	Rajasthan
26A12381-25AB-4A22-A301-6E28AC898E35	2023-02-08 18:02:19.3100000	839.57	786687.77	"Road-450 Red, 48"	BK-R68R-48	Red	884.708312988281	48	17.13	System Generated	2023-02-08 18:02:19.3100000	Svetlana Todorovic	(206) 555-0100	(206) 555-0101	http://www.microsoft.com/SvetlanaTodorovic/	Suite 14	731 Szolosy Crescent	"Tailspin Toys (Dundarrach, NC)"	(252) 555-0100	(252) 555-0101	http://www.tailspintoys.com/Dundarrach	Shop 181	818 Paulet Avenue	Mohali	Punjab	Solan	Himachal Pradesh
E5366F10-DCF3-4DBD-9754-6996C5E0C9F6	2023-01-16 16:53:17.6333333	945.56	870327.47	"HL Road Frame - Red, 62"	FR-R92R-62	Red	868.634216308594	62	2.30	System Generated	2023-01-16 16:53:17.6333333	Richard Zahradnicek	(314) 555-0100	(314) 555-0101	http://www.microsoft.com/RichardZahradnicek/	Shop 7	401 Bhowmick Avenue	"Tailspin Toys (Madaket, MA)"	(339) 555-0100	(339) 555-0101	http://www.tailspintoys.com/Madaket	Suite 2	1052 Hoa Lane	Sehore	Madhya Pradesh	Anand	Gujarat
133FB76B-D29C-4733-BB02-4984F6BDCF90	2022-12-01 13:37:17.1333333	834.62	397566.20	External Lock Washer 3	LE-1000	NULL	0	NULL	NULL	System Generated	2022-12-01 13:37:17.1333333	Richard Zahradnicek	(314) 555-0100	(314) 555-0101	http://www.microsoft.com/RichardZahradnicek/	Shop 7	401 Bhowmick Avenue	"Tailspin Toys (Fairfield Glade, TN)"	(423) 555-0100	(423) 555-0101	http://www.tailspintoys.com/FairfieldGlade	Shop 233	1695 Hudecova Avenue	Shahbad	Haryana	Shimla	Himachal Pradesh
C50D0F0D-5ACA-497C-A763-DA143E7A45E9	2023-12-14 13:16:01.6300000	910.66	889950.05	External Lock Washer 3	LE-1000	NULL	0	NULL	NULL	System Generated	2023-12-14 13:16:01.6300000	Richard Zahradnicek	(314) 555-0100	(314) 555-0101	http://www.microsoft.com/RichardZahradnicek/	Shop 7	401 Bhowmick Avenue	Emilie Hrdlickova	(803) 555-0100	(803) 555-0101	http://www.microsoft.com/EmilieHrdlickova/	Unit 27	1873 Dewangan Avenue	Rath	Uttar Pradesh	Pattukkottai	Tamil Nadu
